id,0
0,62.170199936
1,62.170199936
2,62.170199936
3,62.170199936
4,62.170199936
5,62.170199936
6,62.170199936
7,62.170199936
8,62.170199936
9,62.170199936
10,62.170199936
11,62.170199936
12,62.170199936
13,62.170199936
14,62.170199936
15,62.170199936
16,62.170199936
17,62.170199936
18,62.170199936
19,62.170199936
20,62.170199936
21,62.170199936
22,62.170199936
23,62.170199936
24,62.170199936
25,62.170199936
26,62.170199936
27,62.170199936
28,62.170199936
29,62.170199936
30,62.170199936
31,62.170199936
32,62.170199936
33,62.170199936
34,62.170199936
35,62.170199936
36,62.170199936
37,62.170199936
38,62.170199936
39,62.170199936
40,62.170199936
41,62.170199936
42,62.170199936
43,62.170199936
44,62.170199936
45,62.170199936
46,62.170199936
47,62.170199936
48,62.170199936
49,62.170199936
50,62.170199936
51,62.170199936
52,62.170199936
53,62.170199936
54,62.170199936
55,62.170199936
56,62.170199936
57,62.170199936
58,62.170199936
59,62.170199936
60,62.170199936
61,62.170199936
62,62.170199936
63,62.170199936
64,62.170199936
65,62.170199936
66,62.170199936
67,62.170199936
68,62.170199936
69,62.170199936
70,62.170199936
71,62.170199936
72,62.170199936
73,62.170199936
74,62.170199936
75,62.170199936
76,62.170199936
77,62.170199936
78,62.170199936
79,62.170199936
80,62.170199936
81,62.170199936
82,62.170199936
83,62.170199936
84,62.170199936
85,62.170199936
86,62.170199936
87,62.170199936
88,62.170199936
89,62.170199936
90,62.170199936
91,62.170199936
92,62.170199936
93,62.170199936
94,62.170199936
95,62.170199936
96,62.170199936
97,62.170199936
98,62.170199936
99,62.170199936
100,62.170199936
101,62.170199936
102,62.170199936
103,62.170199936
104,62.170199936
105,62.170199936
106,62.170199936
107,62.170199936
108,62.170199936
109,62.170199936
110,62.170199936
111,62.170199936
112,62.170199936
113,62.170199936
114,62.170199936
115,62.170199936
116,62.170199936
117,62.170199936
118,62.170199936
119,62.170199936
120,62.170199936
121,62.170199936
122,62.170199936
123,62.170199936
124,62.170199936
125,62.170199936
126,62.170199936
127,62.170199936
128,62.170199936
129,62.170199936
130,62.170199936
131,62.170199936
132,62.170199936
133,62.170199936
134,62.170199936
135,62.170199936
136,62.170199936
137,62.170199936
138,62.170199936
139,62.170199936
140,62.170199936
141,62.170199936
142,62.170199936
143,62.170199936
144,62.170199936
145,62.170199936
146,62.170199936
147,62.170199936
148,62.170199936
149,62.170199936
150,62.170199936
151,62.170199936
152,62.170199936
153,62.170199936
154,62.170199936
155,62.170199936
156,62.170199936
157,62.170199936
158,62.170199936
159,62.170199936
160,62.170199936
161,62.170199936
162,62.170199936
163,62.170199936
164,62.170199936
165,62.170199936
166,62.170199936
167,62.170199936
168,62.170199936
169,62.170199936
170,62.170199936
171,62.170199936
172,62.170199936
173,62.170199936
174,62.170199936
175,62.170199936
176,62.170199936
177,62.170199936
178,62.170199936
179,62.170199936
180,62.170199936
181,62.170199936
182,62.170199936
183,62.170199936
184,62.170199936
185,62.170199936
186,62.170199936
187,62.170199936
188,62.170199936
189,62.170199936
190,62.170199936
191,62.170199936
192,62.170199936
193,62.170199936
194,62.170199936
195,62.170199936
196,62.170199936
197,62.170199936
198,62.170199936
199,62.170199936
200,62.170199936
201,62.170199936
202,62.170199936
203,62.170199936
204,62.170199936
205,62.170199936
206,62.170199936
207,62.170199936
208,62.170199936
209,62.170199936
210,62.170199936
211,62.170199936
212,62.170199936
213,62.170199936
214,62.170199936
215,62.170199936
216,62.170199936
217,62.170199936
218,62.170199936
219,62.170199936
220,62.170199936
221,62.170199936
222,62.170199936
223,62.170199936
224,62.170199936
225,62.170199936
226,62.170199936
227,62.170199936
228,62.170199936
229,62.170199936
230,62.170199936
231,62.170199936
232,62.170199936
233,62.170199936
234,62.170199936
235,62.170199936
236,62.170199936
237,62.170199936
238,62.170199936
239,62.170199936
240,62.170199936
241,62.170199936
242,62.170199936
243,62.170199936
244,62.170199936
245,62.170199936
246,62.170199936
247,62.170199936
248,62.170199936
249,62.170199936
250,62.170199936
251,62.170199936
252,62.170199936
